state-label,state-value,city-label,city-value,station-label,station-value,lat,long
Karnataka,Karnataka,Hassan,Hassan,"B.Katihalli, Hassan - KSPCB",site_5448,13.0163698,76.1301176
Karnataka,Karnataka,Haveri,Haveri,"Ashwini Nagar, Haveri - KSPCB",site_5420,14.71802675,75.36564232024529
Karnataka,Karnataka,Hubballi,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",site_5680,15.3709682,75.1150695
Karnataka,Karnataka,Hubballi,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",site_1447,15.3597632,75.13629477439613
Karnataka,Karnataka,Kalaburagi,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",site_1565,17.240895700000003,76.76974392025645
Karnataka,Karnataka,Kalaburagi,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",site_5679,17.240895700000003,76.76974392025645
Karnataka,Karnataka,Karwar,Karwar,"KHB Colony, Karwar - KSPCB",site_5853,14.8120931,74.1319229
Karnataka,Karnataka,Kolar,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",site_1551,13.1277079,78.15896173851549
Karnataka,Karnataka,Koppal,Koppal,"Diwator Nagar, Koppal - KSPCB",site_5415,15.57482375,76.3118493692591
Karnataka,Karnataka,Madikeri,Madikeri,"Stuart Hill, Madikeri - KSPCB",site_5391,12.42149,75.7387543
Karnataka,Karnataka,Mangalore,Mangalore,"Kadri, Mangalore - KSPCB",site_5421,12.8897288,74.8501424
Karnataka,Karnataka,Mysuru,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",site_5125,12.3051828,76.6553609
Karnataka,Karnataka,Raichur,Raichur,"Haji Colony, Raichur - KSPCB",site_5414,16.054719400000003,76.90036472411589
Karnataka,Karnataka,Ramanagara,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",site_5255,12.720005950000001,77.31841990623
Karnataka,Karnataka,Shivamogga,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",site_5266,13.9370622,75.5697142
Karnataka,Karnataka,Tumakuru,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",site_5682,13.4192512,76.88100044465654
Karnataka,Karnataka,Udupi,Udupi,"Brahmagiri, Udupi - KSPCB",site_5433,13.3412188,74.7407976
Karnataka,Karnataka,Vijayapura,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",site_5267,16.8034264,75.7199513
Karnataka,Karnataka,Yadgir,Yadgir,"Collector Office, Yadgir - KSPCB",site_5254,16.57441225,76.92544344576471
Kerala,Kerala,Eloor,Eloor,"Udyogamandal, Eloor - Kerala PCB",site_5105,10.06729635,76.30912074728826
Kerala,Kerala,Ernakulam,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",site_5272,9.9861492,76.28405005
Kerala,Kerala,Kannur,Kannur,"Thavakkara, Kannur - Kerala PCB",site_5276,11.8718213,75.3676065
Kerala,Kerala,Kochi,Kochi,"Vyttila, Kochi - Kerala PCB",site_5270,9.97436775954181,76.3176496392377
Kerala,Kerala,Kollam,Kollam,"Polayathode, Kollam - Kerala PCB",site_5334,8.8870815,76.5907017
Kerala,Kerala,Kozhikode,Kozhikode,"Palayam, Kozhikode - Kerala PCB",site_5271,11.2459092,75.7803858
Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",site_252,8.4882267,76.947551
Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",site_5331,8.561554057465989,76.88289487834747
Kerala,Kerala,Thrissur,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",site_5390,10.5445159,76.22120725938618
Madhya Pradesh,Madhya Pradesh,Bhopal,Bhopal,"Idgah Hills, Bhopal - MPPCB",site_5708,23.2656639,77.385696
Madhya Pradesh,Madhya Pradesh,Bhopal,Bhopal,"T T Nagar, Bhopal - MPPCB",site_5247,23.2286993,77.4002881
Madhya Pradesh,Madhya Pradesh,Bhopal,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",site_5650,23.2584857,77.401989
Madhya Pradesh,Madhya Pradesh,Damoh,Damoh,"Shrivastav Colony, Damoh - MPPCB",site_5040,23.7981005,79.54193561694873
Madhya Pradesh,Madhya Pradesh,Dewas,Dewas,"Bhopal Chauraha, Dewas - MPPCB",site_1404,22.8057498,76.294040773288
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"Maharaj Bada, Gwalior - MPPCB",site_5661,26.2037247,78.1573628
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"City Center, Gwalior - MPPCB",site_5273,26.2037247,78.1573628
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food",site_5275,26.2037247,78.1573628
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",site_5667,26.2037247,78.1573628
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Maguda Nagar, Indore - IMC",site_5856,22.7203616,75.8681996
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Chhoti Gwaltoli, Indore - MPPCB",site_5248,22.7203616,75.8681996
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Residency Area, Indore - IMC",site_5854,22.7203616,75.8681996
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",site_5709,19.17044412192647,72.96054867569674
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Regional Park, Indore - IMC",site_5855,22.6770019,75.8561342
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Airport Area, Indore - IMC",site_5857,22.7203616,75.8681996
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Suhagi, Jabalpur - JMC",site_5816,23.2218168,79.9588284413719
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Gupteshwar, Jabalpur - JMC",site_5817,23.145497900000002,79.91407249019568
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",site_5965,23.1701522,79.9324505
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Marhatal, Jabalpur - MPPCB",site_5249,23.1701522,79.9324505
Madhya Pradesh,Madhya Pradesh,Katni,Katni,"Gole Bazar, Katni - MPPCB",site_5250,23.717639300000002,80.26101812940934
Madhya Pradesh,Madhya Pradesh,Maihar,Maihar,"Sahilara, Maihar - KJS Cements",site_5068,24.2461982,80.7277537
Madhya Pradesh,Madhya Pradesh,Mandideep,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",site_1403,39.2281594,-78.8558549
Madhya Pradesh,Madhya Pradesh,Pithampur,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",site_1402,39.2281594,-78.8558549
Madhya Pradesh,Madhya Pradesh,Ratlam,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",site_5042,23.50222005,74.9551534052134
Madhya Pradesh,Madhya Pradesh,Sagar,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",site_5269,23.808307550000002,78.75825398721975
Madhya Pradesh,Madhya Pradesh,Sagar,Sagar,"Civil Lines, Sagar - MPPCB",site_5662,23.8408661,78.7621655
Madhya Pradesh,Madhya Pradesh,Satna,Satna,"Bandhavgar Colony, Satna - Birla Cement",site_1433,24.6954445,80.77703482475752
Madhya Pradesh,Madhya Pradesh,Singrauli,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",site_1401,24.2431343,82.3827672091869
Madhya Pradesh,Madhya Pradesh,Ujjain,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",site_1400,23.182972149999998,75.76818505832998
Maharashtra,Maharashtra,Ahmednagar,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",site_5785,19.1054435,74.7399001
Maharashtra,Maharashtra,Akola,Akola,"Ramdaspeth, Akola - MPCB",site_5784,20.76181225,77.1921156663574
Maharashtra,Maharashtra,Amravati,Amravati,"Shivneri Colony, Amravati - MPCB",site_5786,21.15454115,77.64429617998744
Maharashtra,Maharashtra,Amravati,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",site_5787,20.9396375,77.7655238
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",site_5788,24.80332005,84.41101977690866
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",site_198,19.840779400000002,75.24716959404093
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",site_5544,24.80332005,84.41101977690866
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",site_5789,24.80332005,84.41101977690866
Maharashtra,Maharashtra,Badlapur,Badlapur,"Katrap, Badlapur - MPCB",site_5798,19.1666237,73.2389064
Maharashtra,Maharashtra,Belapur,Belapur,"CBD Belapur, Belapur - MPCB",site_5804,19.019024350000002,73.03906292408443
Maharashtra,Maharashtra,Bhiwandi,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",site_5813,19.3025562,73.0588072
Maharashtra,Maharashtra,Boisar,Boisar,"Khaira, Boisar - MPCB",site_5809,19.7984865,72.761452
Maharashtra,Maharashtra,Chandrapur,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",site_295,19.9777956,79.23633267283243
Maharashtra,Maharashtra,Chandrapur,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",site_271,20.0967555,79.50454752230621
Maharashtra,Maharashtra,Dhule,Dhule,"Deopur, Dhule - MPCB",site_5801,20.9176811,74.7816825
Maharashtra,Maharashtra,Jalgaon,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",site_5790,20.84288265,75.52612463784979
Maharashtra,Maharashtra,Jalna,Jalna,"Old MIDC, Jalna - MPCB",site_5791,19.918832950000002,75.87085986165867
Maharashtra,Maharashtra,Kalyan,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",site_305,19.2396742,73.1366482
Maharashtra,Maharashtra,Kalyan,Kalyan,"Khadakpada, Kalyan - MPCB",site_5118,19.2363883,73.1303624
Maharashtra,Maharashtra,Kolhapur,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",site_5769,16.71382405,74.24179561014792
Maharashtra,Maharashtra,Kolhapur,Kolhapur,"Shivaji University, Kolhapur - MPCB",site_5768,16.67796705,74.25156159337516
Maharashtra,Maharashtra,Latur,Latur,"Sawe Wadi, Latur - MPCB",site_5780,18.40363715,76.57535704177086
Maharashtra,Maharashtra,Mahad,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",site_5783,18.080753,73.42438
Maharashtra,Maharashtra,Malegaon,Malegaon,"Mahesh Nagar, Malegaon - MPCB",site_5802,20.5576062,74.5246514
Maharashtra,Maharashtra,Mira-Bhayandar,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",site_5806,19.3101847,72.8526988
Maharashtra,Maharashtra,Mumbai,Mumbai,"Ghatkopar, Mumbai - BMC",site_5964,19.0856928,72.9083668
Maharashtra,Maharashtra,Mumbai,Mumbai,"Malad West, Mumbai - IITM",site_5402,19.1852851,72.8358611
Maharashtra,Maharashtra,Mumbai,Mumbai,"Mazgaon, Mumbai - IITM",site_5394,18.9697337,72.8406201
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kurla, Mumbai - MPCB",site_5104,19.065539700000002,72.87956364521199
Maharashtra,Maharashtra,Mumbai,Mumbai,"Chakala-Andheri East, Mumbai - IITM",site_5399,14.720984,8.792674
Maharashtra,Maharashtra,Mumbai,Mumbai,"Shivaji Nagar, Mumbai - BMC",site_5961,19.0637885,72.9249
Maharashtra,Maharashtra,Mumbai,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",site_5810,19.067115,72.8657245
Maharashtra,Maharashtra,Mumbai,Mumbai,"Deonar, Mumbai - IITM",site_5396,19.0475502,72.9051895
Maharashtra,Maharashtra,Mumbai,Mumbai,"Colaba, Mumbai - MPCB",site_5120,18.915091,72.8259691
Maharashtra,Maharashtra,Mumbai,Mumbai,"Borivali East, Mumbai - MPCB",site_5113,19.2267228,72.8619328
Maharashtra,Maharashtra,Mumbai,Mumbai,"Vile Parle West, Mumbai - MPCB",site_5106,19.103908,72.840301
Maharashtra,Maharashtra,Mumbai,Mumbai,"Chembur, Mumbai - MPCB",site_5811,19.054818,72.8979713
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kandivali West, Mumbai - BMC",site_5962,19.2084439,72.8420309
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kandivali East, Mumbai - MPCB",site_5412,19.2103809,72.8640837
Maharashtra,Maharashtra,Mumbai,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",site_5397,19.165035,72.9304173
Maharashtra,Maharashtra,Mumbai,Mumbai,"Borivali East, Mumbai - IITM",site_5400,19.2267228,72.8619328
Maharashtra,Maharashtra,Mumbai,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",site_5392,19.067115,72.8657245
Maharashtra,Maharashtra,Mumbai,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",site_5107,19.054999,72.8692035
Maharashtra,Maharashtra,Mumbai,Mumbai,"Sion, Mumbai - MPCB",site_5119,19.0465213,72.8632834
Maharashtra,Maharashtra,Mumbai,Mumbai,"Vasai West, Mumbai - MPCB",site_5102,19.054999,72.8692035
Maharashtra,Maharashtra,Mumbai,Mumbai,"Bandra, Mumbai - MPCB",site_168,19.0549792,72.8402203
Maharashtra,Maharashtra,Mumbai,Mumbai,"Sewri, Mumbai - BMC",site_5963,18.9987796,72.8544218
Maharashtra,Maharashtra,Mumbai,Mumbai,"Mulund West, Mumbai - MPCB",site_5413,19.1719717,72.9511956
Maharashtra,Maharashtra,Mumbai,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",site_5398,9.9296479,76.2535837
Maharashtra,Maharashtra,Mumbai,Mumbai,"Worli, Mumbai - MPCB",site_5115,19.0116962,72.8180702
Maharashtra,Maharashtra,Mumbai,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",site_5807,19.18478475,72.8341349562728
Maharashtra,Maharashtra,Mumbai,Mumbai,"Byculla, Mumbai - BMC",site_5960,18.9766219,72.8327936
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",site_5814,19.0613396,72.8500552
Maharashtra,Maharashtra,Mumbai,Mumbai,"Powai, Mumbai - MPCB",site_5112,19.1187195,72.9073476
Maharashtra,Maharashtra,Mumbai,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",site_5403,18.5654242,73.81363047914618
Maharashtra,Maharashtra,Nagpur,Nagpur,"Ram Nagar, Nagpur - MPCB",site_5793,21.1038625,79.1143726
Maharashtra,Maharashtra,Nagpur,Nagpur,"Mahal, Nagpur - MPCB",site_5796,21.1429969,79.1101819
Maharashtra,Maharashtra,Nagpur,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",site_303,21.1498134,79.0820556
Maharashtra,Maharashtra,Nagpur,Nagpur,"Ambazari, Nagpur - MPCB",site_5792,21.0521325,78.8359702
Maharashtra,Maharashtra,Nanded,Nanded,"Sneh Nagar, Nanded - MPCB",site_5795,19.09400875,77.48319215130235
Maharashtra,Maharashtra,Nashik,Nashik,"Pandav Nagari, Nashik - MPCB",site_5779,19.9579704,73.7797063
Maharashtra,Maharashtra,Nashik,Nashik,"MIDC Ambad, Nashik - MPCB",site_5781,20.0112475,73.7902364
Maharashtra,Maharashtra,Nashik,Nashik,"Gangapur Road, Nashik - MPCB",site_304,20.055880209470114,73.68380255226417
Maharashtra,Maharashtra,Nashik,Nashik,"Hirawadi, Nashik - MPCB",site_5782,20.011310302571136,73.8040470467616
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Airoli, Navi Mumbai - MPCB",site_261,19.158514699999998,72.99940185331164
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",site_5803,19.445959,72.818308
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",site_5815,19.06597735,73.00953290144423
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",site_5114,19.1093012,73.0235724
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",site_5805,19.0308262,73.0198537
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Sector-19A Nerul, Navi Mumbai - IITM",site_5401,39.2281594,-78.8558549
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",site_5103,19.03359375,73.01816400929746
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",site_5799,39.2281594,-78.8558549
Maharashtra,Maharashtra,Parbhani,Parbhani,"Masoom Colony, Parbhani - MPCB",site_5794,19.29019805,76.60264434278307
Maharashtra,Maharashtra,Pimpri-Chinchwad,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",site_5764,18.6279288,73.8009829
Maharashtra,Maharashtra,Pimpri-Chinchwad,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",site_5998,18.6279288,73.8009829
Maharashtra,Maharashtra,Pimpri-Chinchwad,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",site_5765,18.6121379,73.77866786628553
Maharashtra,Maharashtra,Pimpri-Chinchwad,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",site_5763,18.6279288,73.8009829
Maharashtra,Maharashtra,Pune,Pune,"Savitribai Phule Pune University, Pune - MPCB",site_5767,18.55284405,73.82662897020845
Maharashtra,Maharashtra,Pune,Pune,"Bhumkar Nagar, Pune - IITM",site_5988,18.6030272,73.7494134
Maharashtra,Maharashtra,Pune,Pune,"Hadapsar, Pune - IITM",site_5407,18.5007741,73.9379146
Maharashtra,Maharashtra,Pune,Pune,"Karve Road, Pune - MPCB",site_292,18.501225510239717,73.81444083820844
Maharashtra,Maharashtra,Pune,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",site_5409,16.9551076,82.2462643
Maharashtra,Maharashtra,Pune,Pune,"Mhada Colony, Pune - IITM",site_5404,18.5213738,73.8545071
Maharashtra,Maharashtra,Pune,Pune,"Alandi, Pune - IITM",site_5405,18.6772446,73.8981129
Maharashtra,Maharashtra,Pune,Pune,"Katraj Dairy, Pune - MPCB",site_5766,18.45382445,73.85696291019445
Maharashtra,Maharashtra,Pune,Pune,"Bhosari, Pune - IITM",site_5406,18.6210093,73.8501298
Maharashtra,Maharashtra,Pune,Pune,"Dhankawadi, Pune - IITM",site_6012,18.4652208,73.8495579
Maharashtra,Maharashtra,Pune,Pune,"Panchawati_Pashan, Pune - IITM",site_5996,18.5213738,73.8545071
Maharashtra,Maharashtra,Pune,Pune,"Transport Nagar-Nigdi, Pune - IITM",site_5408,26.777877,80.8826512
Maharashtra,Maharashtra,Pune,Pune,"MIT-Kothrud, Pune - IITM",site_5410,42.3582529,-71.0966272383055
Maharashtra,Maharashtra,Sangli,Sangli,"Vijay Nagar, Sangli - MPCB",site_5774,16.7791503,74.6981692
Maharashtra,Maharashtra,Solapur,Solapur,"Ratandeep Housing Society, Solapur - MPCB",site_5776,17.65265385,75.9090966121718
Maharashtra,Maharashtra,Solapur,Solapur,"Solapur, Solapur - MPCB",site_302,17.6699734,75.9008118
Maharashtra,Maharashtra,Solapur,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",site_5777,17.84990665,75.27632027348457
Maharashtra,Maharashtra,Thane,Thane,"Upvan Fort, Thane - MPCB",site_5800,19.1943294,72.9701779
Maharashtra,Maharashtra,Thane,Thane,"Kasarvadavali, Thane - MPCB",site_5797,19.2753837,72.9688917
Maharashtra,Maharashtra,Ulhasnagar,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",site_5812,19.2236329,73.1671515
Maharashtra,Maharashtra,Virar,Virar,"Bolinj, Virar - MPCB",site_5808,19.4445163,72.7942676
Manipur,Manipur,Imphal,Imphal,"Manipur University, Imphal - Manipur PCB",site_5591,24.7545772,93.92788824871703
Manipur,Manipur,Imphal,Imphal,"DM College of Science, Imphal - Manipur PCB",site_5592,24.8245693,93.9422721
Meghalaya,Meghalaya,Shillong,Shillong,"JN Stadium, Shillong - Meghalaya PCB",site_5593,25.5760446,91.8825282
Meghalaya,Meghalaya,Shillong,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",site_5131,25.5760446,91.8825282
Mizoram,Mizoram,Aizawl,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",site_5346,23.7433532,92.7382756
Nagaland,Nagaland,Kohima,Kohima,"PWD Juction, Kohima - NPCB",site_5375,25.6618755,94.1019156
Odisha,Odisha,Angul,Angul,"Hakimapada, Angul - OSPCB",site_5939,21.102538000000003,84.95368249418928
Odisha,Odisha,Balasore,Balasore,"Kalidaspur, Balasore - OSPCB",site_5937,21.5006421,86.919884
Odisha,Odisha,Barbil,Barbil,"Forest Office, Barbil - OSPCB",site_5938,22.1048613,85.3690447
Odisha,Odisha,Baripada,Baripada,"Meher Colony, Baripada - OSPCB",site_5670,21.9342456,86.7308825
Odisha,Odisha,Bhubaneswar,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",site_5940,20.2602964,85.8394521
Odisha,Odisha,Bhubaneswar,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",site_5943,20.36045024743886,85.82476613433253
Odisha,Odisha,Bileipada,Bileipada,"Tata Township, Bileipada - OSPCB",site_5673,20.5431241,84.6897321
Odisha,Odisha,Brajrajnagar,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",site_1410,21.8498594,83.9254698
Odisha,Odisha,Byasanagar,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",site_5942,20.9587602,86.1226688
Odisha,Odisha,Cuttack,Cuttack,"CDA Area, Cuttack - OSPCB",site_5941,20.4686,85.8792
Odisha,Odisha,Keonjhar,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",site_5671,21.5,85.5
Odisha,Odisha,Nayagarh,Nayagarh,"Dabuna, Nayagarh - OSPCB",site_5674,20.23936825,85.0507280001334
Odisha,Odisha,Rairangpur,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",site_5672,22.215745,86.23254623043805
Odisha,Odisha,Rourkela,Rourkela,"Raghunathpali, Rourkela - OSPCB",site_5675,22.2309255,84.8678705
Odisha,Odisha,Rourkela,Rourkela,"Fertilizer Township, Rourkela - OSPCB",site_5687,22.2309255,84.8678705
Odisha,Odisha,Rourkela,Rourkela,"Sector-2, Rourkela - OSPCB",site_5688,39.2281594,-78.8558549
Odisha,Odisha,Suakati,Suakati,"OMC Colony, Suakati - OSPCB",site_5676,20.5431241,84.6897321
Odisha,Odisha,Talcher,Talcher,"Talcher Coalfields,Talcher - OSPCB",site_1408,20.9322302,85.2005822
Odisha,Odisha,Tensa,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",site_5677,51.29575935,12.500854957218271
Puducherry,Puducherry,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",site_5423,11.9312834,79.8025673
Punjab,Punjab,Amritsar,Amritsar,"Golden Temple, Amritsar - PPCB",site_256,31.61997865,74.87652807501824
Punjab,Punjab,Bathinda,Bathinda,"Hardev Nagar, Bathinda - PPCB",site_1549,30.17948135,75.04710979185342
Punjab,Punjab,Jalandhar,Jalandhar,"Civil Line, Jalandhar - PPCB",site_1438,31.29223115,75.56788777097373
Punjab,Punjab,Khanna,Khanna,"Kalal Majra, Khanna - PPCB",site_1450,30.771525857134083,76.19940070609228
Punjab,Punjab,Ludhiana,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",site_253,30.9040094,75.8004222421504
Punjab,Punjab,Mandi Gobindgarh,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",site_255,30.6693384,76.2974678
Punjab,Punjab,Patiala,Patiala,"Model Town, Patiala - PPCB",site_1437,30.192163426874554,74.95445271436908
